19081.14,11031.08,15152.32,17567.73,20208.04,16676.58,16026.31,17595.85,17081.08,17863.04,19097.54,14603.44,15726.20,16119.18,15947.90,16309.50,16269.03,16185.99,16234.20,17043.57,
9406.64,15883.55,22689.48,27880.24,22962.19,24473.67,22149.17,24672.94,14610.53,15986.43,17498.97,17835.59,18407.71,17424.68,18070.31,19196.20,19735.26,20667.57,20563.03,18305.00,
167880.82,12616.11,9126.16,11053.10,8151.61,7253.73,8253.33,9206.37,8667.97,9251.23,9968.38,10745.61,11446.68,12250.58,13091.68,13871.51,14425.26,14021.82,14463.41,14913.04,
3558.87,4130.92,5486.93,6508.40,7656.36,8130.03,9117.48,10062.53,10701.98,11491.37,11459.28,12071.27,12348.64,12736.10,12924.19,13720.12,14345.58,15122.94,15960.82,16203.02,
46693.49,83596.84,70609.15,66657.13,72097.32,73786.74,43994.45,40247.45,29821.47,28513.98,30630.79,32673.24,32035.95,30875.72,29146.51,27751.68,27706.90,27120.46,27257.19,26833.95,
42418.17,33451.66,14885.90,12165.54,14634.66,17245.25,17691.44,19216.06,18153.14,19625.99,20393.81,21501.61,22311.81,21338.64,21518.53,19410.13,19888.39,20523.11,21597.93,21497.14,
18392.11,15284.60,10821.87,12325.85,13689.52,16326.50,17752.16,18298.88,16656.96,17556.59,19190.55,18578.04,18333.40,19367.70,20559.63,21019.67,21855.02,22748.80,23112.35,23751.25,
7053.28,9428.57,13150.80,15844.71,15797.60,18922.89,17175.57,17232.26,18751.79,20444.66,15868.56,16394.69,17076.14,17991.28,17472.82,18259.77,15943.69,15665.39,16405.25,14939.17,
1308491.42,113989.18,16081.11,19216.03,22967.73,22083.37,20560.48,22817.75,19079.89,20232.06,15837.17,16490.72,15463.11,16641.29,17020.86,17304.94,18168.72,18046.59,18860.61,18651.13,
15655.01,14195.52,18363.85,22621.31,21898.90,21851.03,19884.86,22366.39,15108.38,15465.61,15552.49,16340.54,16255.08,15058.65,14970.91,15035.84,15237.00,15453.55,16311.28,16297.87,
4789.16,7357.98,7858.38,10355.12,12920.99,13402.87,14175.73,12989.83,13280.24,14261.57,15527.84,12782.41,13359.28,13869.74,14142.87,14464.43,15226.73,14852.67,14336.32,14675.20,
177254.13,100393.50,26562.48,16158.48,16556.68,16207.11,15794.14,12756.31,13702.85,14245.75,14289.10,14605.55,15167.24,15957.61,15543.96,13472.65,13999.76,14735.98,14141.10,14207.96,
33998.21,20862.55,17826.80,21725.82,24699.71,21020.16,17490.65,17993.34,18910.41,18197.87,18048.83,19091.13,19156.82,17862.03,18761.80,19615.72,15102.68,14460.52,14539.68,14687.64,
136471.62,54439.80,36139.21,18733.68,18145.79,20316.62,22594.37,20960.72,19239.39,15512.31,16694.03,17837.18,16640.30,16839.08,17327.50,17686.68,16844.12,17747.01,18727.11,18605.76,
7185.62,11863.19,16272.99,15982.72,13787.82,14982.93,16731.27,17976.47,17199.96,18535.65,19250.63,15768.73,16979.95,15726.66,15572.07,15522.02,15529.57,15712.08,16580.16,17410.79,
39172.05,14344.88,16168.69,18425.36,17282.29,18446.83,19015.15,17266.21,19006.09,20310.12,18759.97,19915.57,16101.67,16649.92,16900.28,16544.11,16742.06,16677.49,16794.62,16771.85,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,15311.97,15286.72,15379.71,16191.34,17036.96,
161971.32,150730.19,72409.83,45467.45,29321.39,32282.98,34749.26,37167.97,34799.38,33920.82,28031.09,28266.14,22567.01,21764.07,22632.95,22090.10,21260.73,21443.95,22589.78,23674.31,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,15311.97,15286.72,15379.71,16191.34,17036.96,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,15311.97,15286.72,15379.71,16191.34,17036.96,
8089.79,14979.50,20938.72,24073.83,26640.25,29121.64,31416.01,31250.67,27648.63,28530.10,29315.55,22626.98,23915.96,25516.89,20773.36,21591.67,22646.26,23643.97,24046.44,24007.62,
907535.21,52635.55,17027.28,19848.26,22016.93,21648.42,21750.52,19566.07,18720.28,19568.95,18030.05,18792.90,18627.86,19995.99,19815.79,20982.93,21851.03,22408.61,20729.03,18555.82,
68109.02,39395.95,22623.16,27602.01,17218.08,19878.20,21873.40,19307.66,18053.47,19616.87,20438.42,18242.26,19396.37,20837.20,20991.42,18763.35,19523.03,19004.47,19206.70,19576.90,
8454.40,11507.64,16462.49,18043.33,22405.68,24307.83,19549.19,15852.76,15262.45,16581.38,18051.65,16188.27,15894.65,15985.76,17121.78,17508.34,18003.38,18141.89,17419.70,18125.85,
86751.86,21673.23,27042.24,32329.07,37740.41,39133.11,36096.34,38869.21,31751.94,34382.44,33560.07,32483.54,31359.08,32160.39,32525.19,29353.94,27691.82,27424.58,27666.79,28928.64,
62017.27,65373.16,55762.72,35772.54,44238.93,45724.80,50169.75,54959.00,42764.68,44033.43,35870.34,37363.12,29600.72,27864.29,29128.67,30249.70,27174.03,28213.28,29274.10,28572.79,
57879.41,56666.49,30050.77,32342.47,29147.75,28050.19,32674.81,36626.03,27504.32,28943.92,29983.33,31461.07,29443.94,29289.47,28207.90,28857.45,30379.94,29728.89,30858.89,31514.26,
26199.51,52315.83,25241.82,30360.39,28657.93,25390.79,17060.22,17490.04,19603.83,21316.46,22466.22,23644.27,20935.04,17778.99,18592.79,18294.03,19060.66,19834.11,19413.84,19168.08,
4485.08,6804.03,7208.41,8901.04,10412.10,9337.95,10851.64,12391.26,12742.40,10452.94,10917.10,11720.69,12493.54,11394.69,11779.78,11516.12,11818.80,11589.15,11941.75,12327.06,
5741.04,10638.70,14832.20,15404.42,16138.02,13933.59,14438.35,15392.31,15900.24,16793.88,16958.89,15079.72,15940.84,15860.38,15730.18,15918.63,16477.49,14708.74,15146.17,15600.36,
14461.00,22356.57,24179.70,16893.27,16414.76,18783.22,19957.10,19083.95,17878.68,17380.03,15736.32,17007.97,14546.10,15109.67,15942.31,16367.35,13758.93,13935.00,14657.76,15423.14,
20845.63,30946.21,31803.46,14481.09,16097.61,18674.55,18384.54,16728.95,13956.58,14753.56,15850.69,16319.43,15953.58,15013.07,15619.59,16346.02,16350.08,17306.32,18186.14,18065.66,
19081.14,11031.08,15152.32,17567.73,20208.04,16676.58,16026.31,17595.85,17081.08,17863.04,19097.54,14603.44,15726.20,16119.18,15947.90,16309.50,15286.72,15379.71,16191.34,17036.96,
10386881.52,45750.47,15454.59,19768.15,23816.94,26920.29,28718.26,31280.07,34267.60,34870.29,26105.94,26663.86,26577.99,27368.84,29296.43,30968.00,30484.67,29962.27,26712.54,23521.56,
19015.11,27764.20,40893.63,53468.57,55178.96,51589.24,54352.80,57564.61,33357.66,34479.44,25599.16,26164.67,26811.16,24395.37,25713.76,25429.83,26611.45,26518.06,25660.46,20075.03,
32376.00,40128.52,43621.94,14993.88,12387.73,13884.42,12856.34,13938.49,13329.56,14329.70,15648.43,15649.00,16841.50,16669.76,17284.02,17425.84,17976.95,17612.40,18399.84,18280.72,
100750.06,41471.74,26093.09,33883.75,35234.00,24774.60,24424.01,25912.75,27114.43,25748.99,27017.10,28258.31,29967.59,28912.20,29307.27,28641.95,30413.40,31917.69,26653.39,25539.35,
23847.45,20406.98,20530.32,25382.77,17113.94,18653.87,18493.93,17903.06,19629.77,21129.79,20916.06,15892.72,16991.87,18277.27,18676.40,19502.89,20058.04,20377.56,20560.94,20474.35,
36768.27,67866.94,95967.30,38392.99,36999.87,31724.73,30744.66,30141.77,25574.27,22323.41,22622.50,24636.09,24986.38,26620.32,23550.82,24661.90,22695.13,22783.70,21992.69,21561.95,
29775.10,30645.03,16936.91,20530.39,24017.01,20182.39,23499.95,23865.88,24175.61,26422.15,28244.76,30485.08,27727.51,29770.94,31238.18,31260.07,32413.03,29132.75,28456.44,27802.37,
73416.55,26379.59,21742.06,28976.84,26727.66,22584.71,21628.49,24250.58,26277.06,18602.81,16527.34,16065.86,17047.46,18040.23,18002.24,18700.25,17590.60,18025.28,16456.42,17156.43,
9282.03,14174.74,17509.88,17434.44,13323.65,14650.99,10670.40,9035.25,9510.28,10563.33,11562.78,11428.28,11958.83,12387.53,12399.56,13043.49,12910.07,13503.56,12598.50,12917.07,
267889.97,21530.81,27980.32,12742.35,14016.10,14935.60,14747.67,15492.29,14264.96,14785.85,15584.96,14791.44,13707.36,14459.78,13503.34,14066.02,12756.98,13195.63,13684.37,14339.35,
12397.51,9183.30,13046.15,10388.21,11622.04,13045.79,12417.22,13437.24,13979.47,13802.88,14904.17,14439.88,15377.98,12271.51,10893.94,11128.57,11821.42,12494.12,12065.89,12481.62,
32780.78,33369.96,39644.51,21001.92,17361.83,20117.51,18700.16,12286.62,13485.96,14378.59,14213.64,14043.79,14880.61,15602.28,14530.34,15431.38,16388.71,16393.39,15688.04,15056.48,
7185.62,11863.19,16272.99,15982.72,12485.61,14340.95,13377.52,14828.32,15750.33,13140.45,14367.50,13479.85,13495.66,12788.88,13093.24,13962.08,14799.02,14915.69,12979.47,11965.70,
7171.94,10778.79,13818.77,12297.55,10791.01,12670.39,14216.78,13643.34,14936.43,12385.67,13081.87,13520.03,13441.91,13787.40,13258.70,13417.28,14249.25,15037.45,13703.95,12518.43,
19081.14,11031.08,15152.32,17567.73,20208.04,16676.58,16026.31,17595.85,17081.08,17863.04,19097.54,14603.44,15726.20,16119.18,15947.90,16309.50,15286.72,15379.71,16191.34,17036.96,
38066.29,17220.55,16865.37,14397.42,11688.38,10875.13,12223.31,13060.46,14026.63,11075.42,12113.60,13008.19,12406.03,12577.91,11792.80,12550.80,13247.53,13173.48,13701.12,14115.61,
92347.32,7066.17,4585.19,5894.56,7212.94,8109.60,8511.98,7715.79,8143.89,8201.25,8305.16,8958.39,9189.54,9040.21,9239.97,9297.64,9459.28,9910.70,10391.54,10813.26,
13897.17,21344.19,11311.47,14817.76,10170.89,11644.12,10595.62,11889.09,10376.47,11049.33,10864.78,11283.35,12073.86,12072.75,12930.00,13525.03,14173.79,14158.06,14249.85,14590.62,
458495.38,263632.29,46451.64,55801.04,56229.92,48893.14,19878.82,21930.92,24066.21,25573.55,24599.45,26253.43,22617.38,24296.83,22450.93,22780.63,23618.57,24444.55,25388.68,25579.60,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
148779.42,135049.25,55775.14,38431.33,34598.76,40183.08,28097.88,24453.47,26306.43,26279.93,19743.97,20225.99,20065.74,19334.72,19679.01,18715.78,19524.65,20381.75,19415.62,19780.15,
140658.43,74431.16,62623.25,83126.91,72240.73,46906.21,47348.15,45536.30,51056.18,42701.24,40272.19,32450.72,32902.22,35173.66,27662.34,25677.94,25484.94,26794.75,27507.98,26790.75,
9005.11,17423.02,11618.53,14967.12,17429.71,16798.11,17593.25,19970.68,20885.87,22749.93,22496.39,24529.34,25506.14,26113.18,26970.16,22845.47,22079.42,22095.57,22850.12,23709.61,
77135.17,25638.55,16999.57,17612.89,15865.74,17306.13,17669.37,16565.21,18376.95,18770.25,19522.53,20798.66,21939.12,22173.85,23408.59,24510.10,22106.32,23288.32,23775.83,23235.98,
18204.10,21642.36,20817.38,24444.89,15311.38,17833.77,15784.19,17791.61,18516.04,20242.71,18199.40,16824.75,16557.54,16939.27,17922.99,18984.55,19586.88,20030.01,21060.58,21046.74,
15158.47,17205.88,23059.77,28893.88,29763.98,35648.58,37673.38,34287.13,36720.78,34835.24,37309.33,37653.13,28207.72,29436.46,30685.30,31047.76,32334.28,33374.55,33701.28,24059.88,
5880.82,11628.62,15304.20,19002.98,17461.76,18673.94,20382.69,22177.71,24470.36,19949.47,17859.02,17805.73,16894.90,16859.65,16594.03,14560.61,14587.04,15327.75,15741.71,16306.30,
8196.02,6896.38,10322.56,13559.55,14229.44,12409.20,13474.04,14467.40,15428.91,15584.18,13453.94,14083.83,12872.67,13597.16,13565.94,13136.72,13744.65,14190.26,14817.76,14163.14,
26728.71,18134.13,15481.62,17186.66,13585.24,13013.57,14726.54,13786.57,14998.88,15351.69,16003.72,15895.61,16242.68,16872.29,16959.38,16066.08,16559.55,16507.63,15671.39,16196.61,
33998.21,20862.55,16294.12,19759.57,17516.63,14991.84,15744.05,16809.14,16377.99,16407.94,17500.11,17683.14,16586.10,17510.95,18389.68,14214.23,13657.11,13218.78,13357.52,14056.25,
72764.75,44374.22,24594.27,16976.35,19856.42,22051.55,16652.01,18617.00,14494.83,15742.00,15470.23,15810.54,16086.37,15879.40,16888.81,16211.08,17153.61,18154.37,18045.41,17169.20,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
16489.05,27542.55,22008.30,19783.73,24386.41,28361.99,32518.08,29430.43,25041.20,27493.88,25356.03,25771.71,27578.13,29615.67,29491.37,25691.25,21733.43,19881.76,20715.46,20873.47,
29222.34,12394.86,17593.40,21714.04,23874.73,28288.79,21605.69,22529.49,24928.87,23428.26,25344.06,24167.60,25364.29,24456.38,24691.16,20787.75,21446.97,20641.65,18917.19,19883.50,
15202.10,9953.38,14904.47,10240.18,12502.71,13594.43,13725.36,15342.61,15943.10,15520.01,16518.74,16745.58,17869.83,18751.75,19718.82,19273.31,18515.75,18452.93,18442.20,19402.46,
20152.56,9793.16,11352.89,11514.88,11489.82,13013.41,14701.05,9431.18,10203.42,11027.37,12049.70,12898.02,13352.99,14019.06,14939.72,15914.67,16745.43,16842.31,17103.00,17360.24,
8882.47,17361.35,7969.01,10464.80,12984.26,11801.90,11820.75,10950.41,11752.56,11118.84,12099.36,11548.89,12459.15,13146.38,13821.10,13761.27,14174.70,14862.39,15068.87,14979.41,
11329.69,18474.33,17489.89,17984.96,16312.29,19203.28,16072.28,16536.52,14963.79,15667.17,17206.30,18147.06,17434.26,17639.61,17623.40,18764.35,19581.05,20193.15,19815.91,20157.99,
724373.66,27658.86,31587.15,18706.42,23051.06,24393.78,24290.68,18512.77,20451.53,21569.49,15919.67,15392.27,16363.65,16578.34,17307.60,15822.27,15470.78,15404.15,16086.20,15384.77,
5673.04,10861.12,15805.50,15447.69,18374.42,18209.02,14653.22,13254.82,13560.10,13932.08,13543.97,13017.25,11351.78,12130.82,12389.76,12710.99,12775.03,13525.97,13714.60,13817.43,
4586.03,4904.64,7352.74,9747.69,10674.40,11002.94,10488.16,11510.28,12401.13,10896.71,11554.34,11958.23,12100.18,12264.19,13001.28,12299.85,12555.42,13010.87,13289.70,13584.69,
36088.39,28496.23,15254.72,17395.69,11812.07,13785.67,15504.98,14191.23,15665.67,15964.25,15448.08,15461.91,15846.10,16436.07,16851.16,16157.03,16658.24,17134.57,16209.59,16173.60,
19693.35,26402.67,23477.36,28982.67,13834.63,16231.70,17527.56,16840.01,17818.76,18765.80,17417.22,17805.03,17588.52,18535.55,18109.97,13644.56,13177.72,13381.26,14120.09,14818.28,
40752.97,37071.21,30185.30,15731.82,18214.06,14594.11,15640.56,12828.28,14108.97,13681.60,14784.39,14689.78,15016.19,15474.89,15003.11,15993.27,16927.06,16969.95,16135.00,15332.61,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
114626.24,20811.23,26522.67,19434.74,20916.51,23294.17,26684.41,24845.12,17707.18,16193.90,14917.73,14596.94,15351.66,15620.74,14728.74,14693.33,14739.27,15000.24,15086.99,15223.58,
14717.79,12454.99,12897.46,13836.07,17001.30,11788.78,12771.53,10514.18,11137.24,11466.26,12263.69,13267.36,13762.77,14789.54,15750.55,15945.62,14655.28,13760.37,14370.28,14894.14,
22186.45,30390.49,37747.86,49064.03,45393.26,44726.06,48131.36,51665.13,50725.01,48116.00,48795.84,33357.04,29044.10,29536.11,27842.35,24611.44,19453.14,19520.64,19736.35,20703.35,
57001.97,47933.08,24249.21,20441.52,25526.16,28436.70,21972.86,22302.27,24579.11,25527.09,27402.96,25760.14,25770.49,27646.52,28333.34,26097.63,25614.02,25196.69,26333.34,26781.03,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
35463.91,10601.58,11211.90,12865.65,15621.69,18165.33,17145.99,16451.77,14743.25,15882.73,16751.41,17585.44,19039.31,19569.97,20555.11,21406.62,19818.59,20028.76,20863.24,20655.65,
61665.18,20942.07,19678.60,24563.39,20331.29,17516.99,20264.87,22508.96,23279.64,22819.89,24572.94,24040.22,25253.61,25254.08,23067.81,21445.99,20850.91,21592.69,22174.74,21701.14,
73242.80,33234.35,26689.93,15902.61,18840.66,19053.94,19011.40,19660.98,21995.22,21407.19,21278.13,22164.60,18478.90,16884.83,17716.52,17213.58,17419.38,17032.34,17951.91,18737.78,
205102.73,9558.59,12589.65,11323.65,13635.67,15153.74,15609.71,16258.17,17829.35,16453.58,17835.72,17854.04,18688.17,19746.70,19665.71,19242.23,20330.94,20904.55,19808.82,20569.82,
74858.36,149073.70,34718.22,28934.23,24993.57,16040.46,16118.42,18160.09,17113.98,15304.00,13167.21,14023.93,14919.93,15499.77,15493.54,15823.82,15914.69,16581.93,17148.99,16724.46,
22850.53,20017.31,28799.95,38298.70,31303.48,21664.42,14201.72,15395.97,11368.14,11738.23,11293.24,11937.28,12375.99,12962.24,13406.98,12102.69,12665.47,13101.31,13291.13,12515.05,
16467.19,19560.50,23277.54,22790.02,12152.28,14092.01,15889.39,15075.75,16579.86,15681.47,15524.15,16149.05,16827.07,17078.45,16057.85,15486.73,16025.95,16491.63,16447.61,15571.42,
14461.00,22356.57,24179.70,16893.27,16414.76,18783.22,19957.10,19083.95,17878.68,17380.03,15736.32,17007.97,14546.10,15109.67,15942.31,16367.35,13758.93,13935.00,14657.76,15423.14,
32780.78,33369.96,39644.51,21001.92,17361.83,20117.51,18700.16,16837.45,13822.58,14984.52,15816.55,15505.88,15214.19,16025.35,16716.80,15499.09,16395.91,17352.82,17304.19,16513.78,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
15882.21,21516.93,21487.28,20942.67,13964.95,11397.96,12954.87,14461.62,14348.80,14348.91,15764.06,16582.80,17682.42,16042.65,16094.06,16610.85,16928.59,16712.15,17211.61,17741.63,
242166.63,42687.96,47035.72,45610.07,56111.41,55676.79,51146.25,43303.71,30727.75,33361.64,35652.81,25880.64,26629.25,24071.46,25119.18,21343.37,21866.03,22607.79,23476.39,20656.00,
12955.14,17963.25,14261.20,16607.60,19777.26,22015.25,24806.82,26236.99,27092.83,28974.13,27011.98,28039.49,29329.67,31172.60,31283.34,31657.68,30763.92,30180.64,31680.13,25822.59,
127065.09,116028.83,70441.98,77825.66,24169.45,27062.54,27404.41,26461.98,28036.34,22547.28,22347.79,24121.83,23347.81,24515.47,21351.07,20338.12,21194.46,20119.84,20320.83,20571.93,
19081.14,11031.08,15152.32,17567.73,20208.04,16676.58,16026.31,17595.85,17081.08,17863.04,19097.54,19131.05,15820.47,16935.99,17270.62,17011.16,17328.91,16185.99,16234.20,17043.57,
67525.27,13957.93,17702.05,22037.02,26978.65,27950.40,30669.95,25966.34,27181.35,26666.40,24250.55,25021.83,24892.12,26673.65,28086.81,22311.50,23410.92,22927.21,21945.24,22437.96,
148980.37,21920.75,31659.20,30144.17,26580.17,30374.22,33926.07,32492.34,34374.00,31576.70,27685.72,29609.52,26183.80,25198.80,25724.73,26953.38,27944.06,28250.10,28210.75,28645.41,
10267.51,17574.81,12550.29,15492.38,18804.80,21383.04,22910.67,25899.50,22437.77,24356.23,25786.34,26601.68,27793.07,24411.83,24174.48,24144.70,21920.10,22903.40,21506.35,22352.87,
12166.98,22222.17,25094.04,27123.88,28896.28,16724.61,19342.84,20448.61,20312.07,20770.27,21520.76,18444.57,18628.00,19566.86,18563.76,16035.50,16557.53,15415.48,15237.80,15451.51,
143444.17,31486.78,43599.22,14586.26,17993.17,17936.45,19042.94,21759.86,20082.36,19921.66,21244.43,21980.06,21554.02,22347.55,21237.72,20908.15,19041.55,18837.39,18527.92,19467.91,
77591.18,26660.40,22156.57,12466.86,14075.52,12233.50,12337.87,10584.40,11836.52,13147.05,13390.08,12789.75,13189.54,13130.17,13479.29,13958.04,13233.41,13321.98,13895.72,13695.40,
691005.41,33456.52,23452.54,19903.29,19867.64,22556.14,19709.02,18170.81,17183.25,17259.73,18003.24,19009.03,15579.79,16033.51,16613.67,16876.95,17361.08,16343.19,16357.49,13950.76,
54718.79,19881.26,19189.30,22964.90,15025.71,16186.63,17412.44,17921.48,18124.17,18475.99,16760.53,16985.92,17018.59,17947.68,18849.62,16453.04,14713.37,14983.50,14326.53,14550.52,
24044.76,23279.61,25522.44,25661.82,15924.42,18052.88,18036.65,17023.26,18281.06,14936.89,16053.48,17107.44,17141.91,17316.49,16246.03,16524.34,16951.33,16921.12,17852.63,18746.18,
7669.70,12364.29,12620.23,13184.63,16165.99,15772.41,17833.41,15951.08,17448.37,16821.30,15873.77,15832.64,16919.74,15867.89,16221.61,15366.71,15349.44,16242.22,17114.93,17116.86,
7171.94,10778.79,13818.77,13825.64,15372.19,12949.41,14782.29,16247.89,15348.89,16596.14,16440.67,14863.01,15460.57,15773.53,15510.05,15757.17,15026.66,15094.57,15925.75,16708.39,
5515.04,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13958.97,14603.44,15726.20,16119.18,15947.90,16309.50,15286.72,15379.71,16191.34,17036.96,
16008.22,27806.33,22526.24,29399.84,16778.19,15660.99,16844.61,17572.43,18534.13,17392.36,17437.64,16556.11,17767.23,18665.44,14663.60,15366.39,15066.37,15607.80,15952.61,16766.98,
11851.96,19644.71,9960.60,11199.80,13528.54,14990.57,15119.56,16666.85,16405.39,14749.25,15442.65,16360.06,17399.02,18206.73,18851.61,18955.77,19853.40,19823.26,18409.13,19343.04,
18710.72,36848.15,24587.92,22780.89,24054.04,25541.63,23668.30,23989.04,21721.52,20092.54,18188.20,18642.41,19801.91,19561.32,19785.52,20237.52,21441.99,18550.61,19324.24,19877.58,
16297.80,27871.74,20548.77,25056.53,13938.01,15802.15,18371.52,20337.00,14986.77,14828.64,14389.82,14328.48,14271.99,14840.66,15762.39,16739.30,15724.87,15162.45,14808.50,15219.61,
12599.07,16587.22,13118.28,14483.34,16850.92,12505.51,14463.96,16427.04,18308.84,18784.67,19424.95,19542.31,20405.70,18472.74,19095.26,20313.17,21050.00,21677.62,22812.94,21323.58,
36243.49,27603.50,18668.29,17176.54,16668.35,17886.54,15873.09,16927.25,18091.13,18594.28,17703.68,18601.80,19126.45,19646.32,20665.42,20881.71,21993.49,23073.93,23119.96,23728.29,
40606.63,24028.94,20767.78,22350.70,23846.86,16347.51,17830.05,20206.57,17005.64,16677.85,15148.84,15537.57,13334.95,12881.25,13327.97,12647.15,13000.47,13563.56,14184.56,13864.81,
53197.25,18677.02,22922.41,17593.50,17454.67,20536.68,23623.16,26083.63,28850.58,30006.27,28666.54,30412.16,25522.03,26314.85,26253.17,27947.39,25809.64,22996.23,24169.20,25428.67,
31641.56,20750.17,26403.88,29801.66,23319.16,14255.72,16406.17,18699.98,20264.59,18864.26,19566.94,17902.36,17735.45,16223.87,16118.83,16208.04,17220.10,16857.32,16969.58,17575.19,
12792.84,14299.65,15010.34,10580.05,12350.43,9606.80,9411.69,9347.37,9817.06,10903.98,11958.39,11677.63,12315.48,12945.16,13628.97,13557.68,13512.09,13983.50,14598.56,14573.93,
40302.10,56403.13,25028.03,26608.28,26053.95,23351.57,25809.88,22800.25,16420.73,18047.01,17624.57,18859.81,15464.90,16237.49,16782.08,16487.14,16988.76,16030.83,16034.90,14201.14,
54718.79,19881.26,19189.30,22964.90,15025.71,16186.63,17412.44,16110.26,16628.29,17706.47,16760.53,16985.92,17018.59,17947.68,18849.62,16453.04,14713.37,14983.50,14326.53,14550.52,
11639.30,17014.62,19246.12,12739.34,15043.90,15459.84,14895.23,11949.31,13134.48,14256.03,14504.54,14842.56,14443.12,15162.90,15491.50,15954.14,15981.01,16912.96,17808.82,16130.91,
5050.11,8783.36,12124.43,11117.38,11447.08,13196.64,13285.06,14290.23,15625.08,15942.38,13386.40,14516.42,14967.74,14884.64,15290.10,14387.44,14525.23,15339.12,16185.06,14877.55,
72788.15,32356.11,44764.07,52997.40,46561.54,24756.30,26791.10,28621.44,28822.68,29881.79,29620.23,30971.44,26000.39,19409.02,18220.07,17790.09,18027.20,18962.74,19995.24,20780.26,
37286.36,19820.52,16207.37,10021.20,11112.13,13102.43,13991.16,14432.56,15579.16,16240.22,16194.76,15135.62,15942.00,16803.38,15398.96,15422.44,16222.00,16048.81,16745.82,16897.62,
19081.14,10101.22,13175.55,16166.24,13896.98,13736.69,15396.25,15183.07,16076.63,17361.31,13958.97,14603.44,15726.20,16119.18,15947.90,16309.50,15286.72,15379.71,16191.34,17036.96,
